bucket_ts,official_susde_per_usde,market_susde_per_usde,deviation_pct,notional_usde,cow_quality,status,error
2025-09-21T22:02:00+08:00,0.834596661389436673,0.8357567078333853,0.13899486,10000,optimal,complete,
2025-09-21T22:03:00+08:00,0.83459654590465777,0.8357949148657374,0.14358662,10000,optimal,complete,
2025-09-21T22:04:00+08:00,0.834596430419910828,0.835772494173445,0.14091406,10000,optimal,complete,
2025-09-21T22:05:00+08:00,0.834596314935195845,0.8355338537814127,0.11233441,10000,optimal,complete,
2025-09-21T22:06:00+08:00,0.834596199450512822,0.8357556270032001,0.13892078,10000,optimal,complete,
2025-09-21T22:07:00+08:00,0.834596083965861758,0.8358423741865046,0.14932855,10000,optimal,complete,
